name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category
True Elements Raw Pumpkin Seeds Healthy 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0001387,4.4,2100,135,160,pumpkin seeds
True Elements Raw Sunflower Seeds Healthy 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1558961309-dbdf71799f1f?w=400,https://www.amazon.in/dp/B0001388,4.2,1500,110,130,sunflower seeds
Johnson & Johnson Band Aid Strips 10 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001389,4.4,9200,18,20,band aid
Eno Lemon Fast Relief Digestive Antacid 6 pouches,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001390,4.5,6100,52,56,digestive antacid
Vicks Vaporub Cold Relief Balm 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001391,4.6,3100,145,155,vicks vaporub
ORS Orange Hydration Electrolyte Powder 4 pouches,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001392,4.4,2800,75,80,ORS powder
Vicks Cough Drops Menthol Honey Lozenges 20 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001393,4.3,1900,32,35,cough drops
Durex Mutual Climax Condoms 10 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1583947215259-38e31be8751f?w=400,https://www.amazon.in/dp/B0001394,4.5,1500,245,299,condoms
Durex Play Strawberry Pleasure Lubricant Gel 50ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1583947215259-38e31be8751f?w=400,https://www.amazon.in/dp/B0001395,4.3,1200,380,450,lubricant
Morning Fresh Hangover Relief Lemon Drink 60ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001396,4.1,950,110,125,hangover relief
Cycle Three in One Agarbatti Incense Sticks 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001397,4.4,1100,99,120,incense sticks
Cycle Premium Dhoop Cones Sandalwood 30 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001398,4.3,1300,75,85,dhoop
Mangaldeep Pure Camphor Bhimseni Kapur 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001399,4.5,1400,92,105,camphor
Chavi Safety Matchbox Pack of 10,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001400,4.2,1800,18,20,matchbox
Mangaldeep Round Cotton Wicks for Diya 100 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001401,4.3,1500,28,35,cotton wicks
Puja Diya Brass Pooja Oil Yellow 500ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001402,4.2,2100,145,175,pooja oil
Duracell Chhota Power AA Batteries 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001403,4.4,3100,145,160,AA batteries
Duracell AAA Alkaline Power Batteries 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001404,4.4,1900,145,160,AAA batteries
Fevikwik Instant Super Glue Gel 3g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001405,4.5,3200,18,20,super glue
Sello Transparent Packaging Adhesive Tape 1 unit,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001406,4.1,1500,45,55,transparent tape
Reynolds 045 Fine Ball Point Pens Blue 5 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001407,4.3,1200,45,50,pens
Classmate Single Line Premium Notebook 172 pages,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001408,4.4,1100,65,75,notebook
Fiama Gel Body Wash Peach and Avocado 250ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1607613009820-a29f7bb81c04?w=400,https://www.amazon.in/dp/B0001409,4.4,950,185,210,body wash
L'Oreal Paris Revitalift Face Serum 30ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1556228720-195a672e8a03?w=400,https://www.amazon.in/dp/B0001410,4.4,1300,499,575,face serum
Nivea Original Essential Lip Balm Stick 4.8g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1608248597481-496100c80836?w=400,https://www.amazon.in/dp/B0001411,4.3,1500,125,140,lip balm
L'Oreal Paris Casting Creme Gloss Hair Color Dark Brown,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=400,https://www.amazon.in/dp/B0001412,4.3,2100,530,590,hair color
Set Wet Wet Look Daily Hair Styling Gel 100ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=400,https://www.amazon.in/dp/B0001413,4.2,3100,85,99,hair gel
O.B. ProComfort Regular Tampons 10 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1583947215259-38e31be8751f?w=400,https://www.amazon.in/dp/B0001414,4.4,1900,145,175,tampons
Sofy Daily Fresh Breathable Panty Liners 36 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1583947215259-38e31be8751f?w=400,https://www.amazon.in/dp/B0001415,4.3,3200,120,135,panty liners
Veet Ready To Use Face Waxing Strips 8 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1583947215259-38e31be8751f?w=400,https://www.amazon.in/dp/B0001416,4.1,1500,99,115,waxing strips
Tulips Premium Cotton Swabs Earbuds 100 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595246140625-568b29e0aa45?w=400,https://www.amazon.in/dp/B0001417,4.3,1100,45,55,cotton swabs
Pampers Active Baby Diapers Large 30 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595246140625-568b29e0aa45?w=400,https://www.amazon.in/dp/B0001418,4.4,1800,560,620,baby diapers
Nestle Lactogen Stage 1 Baby Formula 400g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595246140625-568b29e0aa45?w=400,https://www.amazon.in/dp/B0001419,4.3,2400,425,450,baby formula
Himalaya Herbals Soothing Baby Rash Cream 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595246140625-568b29e0aa45?w=400,https://www.amazon.in/dp/B0001420,4.3,1500,92,105,baby rash cream
Climax Premium Clumping Cat Litter Lavender 5kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1514888286974-6c03e2ca1dba?w=400,https://www.amazon.in/dp/B0001421,4.2,1200,399,450,cat litter
Pedigree Dentastix Medium Dog Treats Weekly Pack 110g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589724109199-1a850da9112e?w=400,https://www.amazon.in/dp/B0001422,4.4,950,165,185,dog treats
Freshly Farmed Chicken Breast Boneless 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=400,https://www.amazon.in/dp/B0001423,4.3,1100,245,285,chicken breast
Fresh Premium Tender Mutton Curry Cut 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=400,https://www.amazon.in/dp/B0001424,4.2,1300,420,480,mutton
Prasuma Premium Chicken Sausages Smoked 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=400,https://www.amazon.in/dp/B0001425,4.3,1400,185,210,sausages
Prasuma Pork Salami Premium Slices 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=400,https://www.amazon.in/dp/B0001426,4.1,1800,225,250,salami
Fresh Basa Fish Fillets Boneless 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=400,https://www.amazon.in/dp/B0001427,4.3,1500,299,350,fish fillets
Optimum Nutrition Whey Protein Gold Standard 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1542157585-ef2081f7c173?w=400,https://www.amazon.in/dp/B0001428,4.6,2100,3299,3799,whey protein
Yogabar Multigrain High Protein Bar Almond 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1511381939415-e44015466834?w=400,https://www.amazon.in/dp/B0001429,4.4,3100,75,90,protein bar
MuscleBlaze Creatine Monohydrate Powder 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1542157585-ef2081f7c173?w=400,https://www.amazon.in/dp/B0001430,4.4,1900,495,599,creatine
Cellucor C4 Original Pre-Workout Powder 180g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1542157585-ef2081f7c173?w=400,https://www.amazon.in/dp/B0001431,4.3,3200,1899,2199,pre-workout
HealthKart Multivitamin with Ginseng 60 tablets,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001432,4.3,1500,399,499,multivitamin
WOW Life Science Omega 3 Fish Oil Capsules 60 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=400,https://www.amazon.in/dp/B0001433,4.4,1200,490,599,fish oil capsule
MuscleBlaze Stainless Steel Gym Shaker Bottle 700ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1542157585-ef2081f7c173?w=400,https://www.amazon.in/dp/B0001434,4.2,950,299,399,shaker bottle
Quaker Oats Premium Rolled Gym Oats 1.2kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1586444248902-2f64eddc13df?w=400,https://www.amazon.in/dp/B0001435,4.3,1100,195,225,oats
Himalaya Gentle Exfoliating Apricot Face Scrub 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1556228720-195a672e8a03?w=400,https://www.amazon.in/dp/B0001436,4.3,1300,135,160,face scrub
The Face Shop Real Nature Lemon Sheet Mask 20g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1556228720-195a672e8a03?w=400,https://www.amazon.in/dp/B0001437,4.5,1400,99,120,sheet mask
Gillette Series Sensitive Skin Shaving Foam 418g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1626245917122-13c10ec3b171?w=400,https://www.amazon.in/dp/B0001438,4.4,1800,265,299,shaving foam
Gillette Mach3 Manual Shaving Razor Blades 4 units,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1626245917122-13c10ec3b171?w=400,https://www.amazon.in/dp/B0001439,4.5,2100,530,590,razor blades
Old Spice After Shave Lotion Original 100ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1594035910387-fea47794261f?w=400,https://www.amazon.in/dp/B0001440,4.3,3400,210,245,aftershave
VWash Plus Intimate Hygiene Wash 100ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1556228720-195a672e8a03?w=400,https://www.amazon.in/dp/B0001441,4.4,1900,165,185,intimate wash
Colgate Total Mint Dental Floss 25m,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1607613009820-a29f7bb81c04?w=400,https://www.amazon.in/dp/B0001442,4.3,1100,110,125,dental floss
Veet Silk & Fresh Hair Removal Cream Normal Skin 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1583947215259-38e31be8751f?w=400,https://www.amazon.in/dp/B0001443,4.2,1500,115,130,hair removal cream
Lotus Herbals Matte Sunscreen Gel SPF 50 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?w=400,https://www.amazon.in/dp/B0001444,4.4,1200,395,475,sunscreen
Vaseline Cocoa Glow Intensive Care Body Lotion 400ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1556228578-0d85b1a4a5a9?w=400,https://www.amazon.in/dp/B0001445,4.5,950,360,399,body lotion
Mi Micro USB Charging Cable Fast Charge 1m,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001446,4.2,1100,185,249,charging cable
boAt Bassheads 100 Wired Earphones with Mic,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001447,4.3,1300,380,399,wired earphones
Amkette Micro USB to USB OTG Adapter,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001448,4.1,1400,99,149,OTG adapter
Mi Power Bank 3i Lithium Polymer 10000mAh,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001449,4.4,1800,899,999,power bank
Tempered Glass Screen Guard Protection 1 unit,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001450,4,1100,99,199,screen guard
Fresho Clear Party Ice Cubes Pouch 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001451,4.4,9200,55,60,ice cubes
Party Disposable White Paper Plates Pack of 25,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1601597111158-2fceff270190?w=400,https://www.amazon.in/dp/B0001452,4.1,6100,65,75,paper plates
Party Disposable Clear Plastic Cups Pack of 50,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1601597111158-2fceff270190?w=400,https://www.amazon.in/dp/B0001453,4.2,3100,75,85,plastic cups
Bicycle Standard Playing Cards Deck 1 unit,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001454,4.5,2800,99,120,playing cards
Grand Party Popper Celebration Confetti 1 unit,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001455,4.2,1900,45,55,party popper
Origami Soft Face Tissue Box 100 Pulls,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1601597111158-2fceff270190?w=400,https://www.amazon.in/dp/B0001456,4.4,2800,65,75,tissue box
Cadbury Cocoa Powder Pure Dark 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1511381939415-e44015466834?w=400,https://www.amazon.in/dp/B0001457,4.4,1500,145,160,cocoa powder
Weikfield Baking Powder Double Action 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1574316071802-0d684efa7bf5?w=400,https://www.amazon.in/dp/B0001458,4.3,1200,32,35,baking powder
Sprig Pure Vanilla Extract Liquid Essence 15ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1574316071802-0d684efa7bf5?w=400,https://www.amazon.in/dp/B0001459,4.5,1100,185,210,vanilla essence
Pillsbury Moist Supreme Rich Chocolate Cake Mix 285g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400,https://www.amazon.in/dp/B0001460,4.3,950,115,130,cake mix
Hershey's Semi-Sweet Chocolate Chips Pack 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1511381939415-e44015466834?w=400,https://www.amazon.in/dp/B0001461,4.4,1300,165,185,chocolate chips
Coca-Cola Zero Sugar Soft Drink Can 300ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=400,https://www.amazon.in/dp/B0001462,4.4,1400,38,40,cold drink
Diet Coke Refreshing Soft Drink Can 300ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=400,https://www.amazon.in/dp/B0001463,4.3,1800,38,40,cold drink
Red Bull Summer Edition Watermelon Can 250ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1542157585-ef2081f7c173?w=400,https://www.amazon.in/dp/B0001464,4.5,1500,115,125,energy drink
Sting Energy Drink Strawberry Flavored Can 250ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1542157585-ef2081f7c173?w=400,https://www.amazon.in/dp/B0001465,4.3,2100,18,20,energy drink
Real Fruit Power Orange Fruit Juice 1L,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1621506289937-a8e4df240d0b?w=400,https://www.amazon.in/dp/B0001466,4.3,3100,110,130,fruit juice
Tropicana 100% Apple Fruit Juice 1L,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1621506289937-a8e4df240d0b?w=400,https://www.amazon.in/dp/B0001467,4.4,1900,125,145,fruit juice
Kinley Premium Soda Water Squeezy 750ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001468,4.2,3200,18,20,soda
Schweppes Tonic Water Premium Bottle 750ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001469,4.4,1500,92,99,tonic water
Raw Pressery Natural Tender Coconut Water 200ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1548839140-29a749e1cf4d?w=400,https://www.amazon.in/dp/B0001470,4.4,4900,45,55,coconut water
Nescafe Classic Latte Cold Coffee Can 180ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0001471,4.3,3800,115,125,cold coffee
Amul Kool Cafe Caramel Cold Coffee 200ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400,https://www.amazon.in/dp/B0001472,4.3,2800,38,40,cold coffee
Amul Masti Spiced Buttermilk Pouch 500ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571244856353-03e513dfaffd?w=400,https://www.amazon.in/dp/B0001473,4.5,15200,28,30,buttermilk
Amul Sweet Lassi Mango Flavor 200ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1571244856353-03e513dfaffd?w=400,https://www.amazon.in/dp/B0001474,4.3,11400,23,25,lassi
Kissan Orange Squash Premium Liquid 750ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1621506289937-a8e4df240d0b?w=400,https://www.amazon.in/dp/B0001475,4.1,1800,135,160,squash
Mapro Rose Syrup Premium Quality 750ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1621506289937-a8e4df240d0b?w=400,https://www.amazon.in/dp/B0001476,4.4,2100,145,175,syrup
Haldiram's Nagpur Moong Dal Namkeen 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001477,4.3,8200,42,45,namkeen
Bikaji Bikaneri Bhujia Sev Namkeen 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001478,4.4,7100,52,55,namkeen
Nutty Feast Premium Roasted Salted Peanuts 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001479,4.2,3400,55,65,roasted peanuts
Doritos Cheese Tortilla Nachos Chips 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001480,4.4,11500,85,95,nachos
Act II Instant Popcorn Butter Pepper 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001481,4.4,9200,45,50,popcorn
 Happilo Premium Phool Makhana Cheesy 150g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001482,4.2,6100,120,150,makhana
Chheda's Masala Khakhra Wheat Crisps 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1566478989037-eec170784d4b?w=400,https://www.amazon.in/dp/B0001483,4.1,3100,75,85,khakhra
Yogabar Multi Protein Energy Bar Chocolate 38g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1511381939415-e44015466834?w=400,https://www.amazon.in/dp/B0001484,4.4,2800,45,50,energy bar
Knorr Classic Tomato Instant Soup Powder 43g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400,https://www.amazon.in/dp/B0001485,4.3,1900,48,55,instant soup
Knorr Instant Pasta Creamy Mushroom 64g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400,https://www.amazon.in/dp/B0001486,4.1,1500,28,30,instant pasta
Maggi Masala Instant Cup Noodles 80g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400,https://www.amazon.in/dp/B0001487,4.3,3400,42,45,cup noodles
MTR Ready To Eat Paneer Butter Masala 300g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400,https://www.amazon.in/dp/B0001488,4.2,1800,120,135,ready to eat meal
Pintola Creamy Peanut Butter Crunchy 350g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001489,4.4,1200,145,160,peanut butter
Kissan Strawberry Fruit Jam Bottle 350g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001490,4.2,950,99,110,fruit jam
Del Monte Eggless Mayonnaise Bottle 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001491,4.3,1100,75,85,mayonnaise
Veeba Fresh Tomato Ketchup Bottle 1kg,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001492,4.3,1300,125,145,ketchup
Sriracha Hot Chilli Sauce Premium Bottle 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001493,4.4,1400,185,210,chilli sauce
Lee Kum Kee Premium Light Soy Sauce 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001494,4.3,1800,99,115,soy sauce
Veeba Apple Cider Vinegar Bottle 500ml,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001495,4.2,2100,145,175,vinegar
Weikfield Pasta & Pizza Sauce Spiced 320g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001496,4.3,1500,85,99,pasta sauce
Veeba Chef's Special Pizza Sauce 310g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001497,4.2,1100,85,99,pizza sauce
Veeba Schezwan Chutney Squeezy Bottle 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1589985270826-4b7bb135bc9d?w=400,https://www.amazon.in/dp/B0001498,4.4,1300,85,95,schezwan chutney
Catch Pure Turmeric Powder Spiced 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001499,4.3,1500,58,68,turmeric powder
Tata Sampann Kashmiri Red Chilli Powder 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001500,4.4,1800,95,110,red chilli powder
Catch Pure Coriander Powder Spiced 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001501,4.2,2100,55,62,coriander powder
Catch Super Garam Masale Spices 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001502,4.3,3100,72,82,garam masala
Tata Sampann Pure Cumin Seeds Jeera 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001503,4.4,1900,75,85,cumin seeds
Catch Premium Mustard Seeds Sarso 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001504,4.1,1200,28,32,mustard seeds
Tata Sampann Black Pepper Powder 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001505,4.3,950,95,110,black pepper
Tata Sampann Green Cardamom Elaichi Whole 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001506,4.4,1300,195,220,cardamom
Tata Sampann Cloves Laung Premium Whole 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001507,4.3,1100,78,88,cloves
Tata Sampann Compounded Asafoetida Hing Powder 50g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1622484211148-716598e0911a?w=400,https://www.amazon.in/dp/B0001508,4.3,1400,55,62,hing
Fresho Organic Green Chilli Local 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001509,4.3,1800,18,25,green chilli
Fresho Hydroponic Green Coriander Leaves 100g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001510,4.4,1500,15,22,coriander leaves
Fresho Yellow Lemon Seedless 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001511,4.3,1100,32,40,lemon
Fresho Yellow Capsicum Local 250g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001512,4.1,950,55,70,capsicum
Fresho English Cucumber Fresh 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001513,4.1,1300,35,45,cucumber
Fresho Red Carrot Local 500g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001514,4.2,1400,35,48,carrot
Fresho Oyster Mushroom Pack 200g,grocery & gourmet foods,All Grocery,https://images.unsplash.com/photo-1595855759920-86582396756a?w=400,https://www.amazon.in/dp/B0001515,4.2,1800,55,70,mushroom
