name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category
accessories SanDisk 64GB Ultra Dual Drive Type-C,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10237-sandisk-64gb.jpg,https://blinkit.com/prn/sandisk-64gb/10237,4.8,50000,699,899,mobile
accessories Ambrane Cable Protector Spiral 4 pcs,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10238-ambrane-protector.jpg,https://www.zeptonow.com/pn/ambrane-protector/10238,4.3,8900,99,149,mobile
accessories Mi Selfie Stick Tripod with Bluetooth,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10239-mi-selfie.jpg,https://blinkit.com/prn/mi-selfie/10239,4.7,42000,1299,1499,mobile
accessories Spigen Ring Phone Grip Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10240-spigen-ring.jpg,https://www.zeptonow.com/pn/spigen-ring/10240,4.5,5600,499,699,mobile
accessories Duracell Chhota Power AA Batteries 10 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10241-duracell-aa10.jpg,https://blinkit.com/prn/duracell-aa10/10241,4.8,45000,199,220,batteries
Duracell Chhota Power AAA Batteries 10 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10242-duracell-aaa10.jpg,https://www.zeptonow.com/pn/duracell-aaa10/10242,4.8,38000,199,220,batteries
Eveready Ultima Alkaline AA Batteries 6 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10243-eveready-aa6.jpg,https://blinkit.com/prn/eveready-aa6/10243,4.6,21000,150,180,batteries
Eveready Red AAA Batteries 10 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10244-eveready-red10.jpg,https://www.zeptonow.com/pn/eveready-red10/10244,4.5,28000,130,150,batteries
Panasonic Alkaline AA Batteries 8 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10245-panasonic-aa8.jpg,https://blinkit.com/prn/panasonic-aa8/10245,4.7,15000,180,200,batteries
Panasonic Evolta AAA Batteries 4 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10246-panasonic-aaa4.jpg,https://www.zeptonow.com/pn/panasonic-aaa4/10246,4.6,8900,120,140,batteries
Nippo Gold AA Batteries 10 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10247-nippo-gold10.jpg,https://blinkit.com/prn/nippo-gold10/10247,4.4,12000,140,160,batteries
Energizer Max AA Batteries 4 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10248-energizer-aa4.jpg,https://www.zeptonow.com/pn/energizer-aa4/10248,4.8,9500,150,180,batteries
Duracell CR2032 Lithium Coin Battery 5 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10249-duracell-cr2032.jpg,https://blinkit.com/prn/duracell-cr2032/10249,4.7,18000,220,250,batteries
AmazonBasics AA Rechargeable Batteries 4 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10250-amazon-recharge.jpg,https://www.zeptonow.com/pn/amazon-recharge/10250,4.6,35000,650,750,batteries
Origami 2 Ply Facial Tissues Box 200 Pulls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10251-origami-box.jpg,https://blinkit.com/prn/origami-box/10251,4.7,25000,85,99,tissue
paper Paseo 3 Ply Facial Tissues Box 100 Pulls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10252-paseo-box.jpg,https://www.zeptonow.com/pn/paseo-box/10252,4.8,18000,95,120,tissue
paper Bella Cotton Tissues 100 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10253-bella-cotton.jpg,https://blinkit.com/prn/bella-cotton/10253,4.6,12000,75,90,tissue
paper Origami So Soft Pocket Tissues 10 Packs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10254-origami-pocket.jpg,https://www.zeptonow.com/pn/origami-pocket/10254,4.5,21000,50,60,tissue
paper Freshee 2 Ply Facial Tissues Box 200 Pulls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10255-freshee-box.jpg,https://blinkit.com/prn/freshee-box/10255,4.4,15000,80,95,tissue
paper Presto 2 Ply Facial Tissue Soft 200 Pulls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10256-presto-tissue.jpg,https://www.zeptonow.com/pn/presto-tissue/10256,4.6,32000,85,99,tissue
paper Selpak 3 Ply Soft Tissues Box 100 Pulls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10257-selpak-box.jpg,https://blinkit.com/prn/selpak-box/10257,4.8,8900,110,140,tissue
paper Kleenex Daily Care Tissues Box 200 Pulls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10258-kleenex-box.jpg,https://www.zeptonow.com/pn/kleenex-box/10258,4.7,28000,120,150,tissue
paper Origami Car Tissues 2 Ply 100 Pulls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10259-origami-car.jpg,https://blinkit.com/prn/origami-car/10259,4.5,14000,60,75,tissue
paper Beco Bamboo Facial Tissues 3 Ply 100 Pulls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10260-beco-tissue.jpg,https://www.zeptonow.com/pn/beco-tissue/10260,4.6,9500,99,120,tissue
paper Origami Good Karma Kitchen Towel 2 Rolls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10261-origami-kitchen.jpg,https://blinkit.com/prn/origami-kitchen/10261,4.7,28000,99,120,kitchen
roll Freshee 2 Ply Kitchen Roll 4 Rolls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10262-freshee-roll.jpg,https://www.zeptonow.com/pn/freshee-roll/10262,4.6,21000,180,220,kitchen
roll Paseo Kitchen Towel 3 Ply 2 Rolls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10263-paseo-kitchen.jpg,https://blinkit.com/prn/paseo-kitchen/10263,4.8,15000,140,160,kitchen
roll Presto 2 Ply Kitchen Tissue Roll 2 Rolls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10264-presto-roll.jpg,https://www.zeptonow.com/pn/presto-roll/10264,4.5,35000,110,130,kitchen
roll Beco Bamboo Kitchen Towel Reusable 1 Roll,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10265-beco-roll.jpg,https://blinkit.com/prn/beco-roll/10265,4.6,12000,180,210,kitchen
roll Selpak Paper Towel 3 Ply 2 Rolls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10266-selpak-roll.jpg,https://www.zeptonow.com/pn/selpak-roll/10266,4.8,8900,199,240,kitchen
roll Origami Kitchen Roll Jumbo 1 Roll,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10267-origami-jumbo.jpg,https://blinkit.com/prn/origami-jumbo/10267,4.5,18000,85,100,kitchen
roll Ezee Kitchen Towel Washable 1 Roll,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10268-ezee-washable.jpg,https://www.zeptonow.com/pn/ezee-washable/10268,4.4,9500,150,180,kitchen
roll Solimo 2 Ply Kitchen Roll 4 Rolls,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10269-solimo-roll.jpg,https://blinkit.com/prn/solimo-roll/10269,4.6,22000,199,250,kitchen
roll Kleenex Calorie Absorb Kitchen Towel 2 Rolls,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10270-kleenex-absorb.jpg,https://www.zeptonow.com/pn/kleenex-absorb/10270,4.7,11000,140,160,kitchen
roll Freshee Aluminum Foil 9m 11 Microns,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10271-freshee-foil9m.jpg,https://blinkit.com/prn/freshee-foil9m/10271,4.6,25000,85,99,aluminum
foil Hindalco Freshwrapp Aluminum Foil 18m,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10272-hindalco-foil18.jpg,https://www.zeptonow.com/pn/hindalco-foil18/10272,4.8,42000,150,180,aluminum
foil Asahi Kasei Frying Pan Foil 3m,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10273-asahi-panfoil.jpg,https://blinkit.com/prn/asahi-panfoil/10273,4.7,15000,99,120,aluminum
foil Origami Aluminum Foil 9m Standard,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10274-origami-foil.jpg,https://www.zeptonow.com/pn/origami-foil/10274,4.5,18000,80,95,aluminum
foil Presto Aluminum Foil 18m Premium,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10275-presto-foil.jpg,https://blinkit.com/prn/presto-foil/10275,4.6,22000,140,160,aluminum
foil Ezee Aluminum Foil Heavy Duty 11m,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10276-ezee-foil.jpg,https://www.zeptonow.com/pn/ezee-foil/10276,4.5,14000,110,130,aluminum
foil Freshwrapp Aluminum Foil 72m Jumbo,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10277-freshwrapp-72.jpg,https://blinkit.com/prn/freshwrapp-72/10277,4.8,31000,450,500,aluminum
foil Bakehaven Aluminum Foil Standard 9m,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10278-bakehaven-foil.jpg,https://www.zeptonow.com/pn/bakehaven-foil/10278,4.4,6700,75,90,aluminum
foil Wonder Foil Aluminum Foil 18m,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10279-wonder-foil.jpg,https://blinkit.com/prn/wonder-foil/10279,4.5,8900,135,150,aluminum
foil Solimo Aluminum Foil Premium 18m,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10280-solimo-foil.jpg,https://www.zeptonow.com/pn/solimo-foil/10280,4.6,18000,140,165,aluminum
foil Shalimar Garbage Bags Medium 30 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10281-shalimar-med.jpg,https://blinkit.com/prn/shalimar-med/10281,4.7,45000,65,80,garbage
bags Presto Garbage Bags Large 30 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10282-presto-large.jpg,https://www.zeptonow.com/pn/presto-large/10282,4.6,38000,85,100,garbage
bags Beco Compostable Garbage Bags Medium 15 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10283-beco-comp.jpg,https://blinkit.com/prn/beco-comp/10283,4.8,18000,150,180,garbage
bags Shalimar Garbage Bags Extra Large 15 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10284-shalimar-xl.jpg,https://www.zeptonow.com/pn/shalimar-xl/10284,4.7,25000,90,110,garbage
bags Ezee Garbage Bags Small 30 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10285-ezee-small.jpg,https://blinkit.com/prn/ezee-small/10285,4.5,21000,55,70,garbage
bags Solimo Oxo-Biodegradable Bags Medium 30 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10286-solimo-oxo.jpg,https://www.zeptonow.com/pn/solimo-oxo/10286,4.6,31000,75,90,garbage
bags Freshee Garbage Bags Medium 30 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10287-freshee-garb.jpg,https://blinkit.com/prn/freshee-garb/10287,4.4,12000,60,75,garbage
bags Klia Garbage Bags Large Black 30 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10288-klia-large.jpg,https://www.zeptonow.com/pn/klia-large/10288,4.5,8900,80,95,garbage
bags Naturem Compostable Garbage Bags Large 15 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10289-naturem-bags.jpg,https://blinkit.com/prn/naturem-bags/10289,4.7,9500,180,210,garbage
bags Shalimar Drawstring Garbage Bags Medium 15 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10290-shalimar-draw.jpg,https://www.zeptonow.com/pn/shalimar-draw/10290,4.8,15000,85,100,garbage
bags Asahi Kasei Zipper Bag Medium 15 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10291-asahi-zipmed.jpg,https://blinkit.com/prn/asahi-zipmed/10291,4.8,12000,140,160,zip
lock bags Asahi Kasei Zipper Bag Large 10 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10292-asahi-ziplarge.jpg,https://www.zeptonow.com/pn/asahi-ziplarge/10292,4.8,9500,150,180,zip
lock bags Freshee Zip Lock Bags Medium 20 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10293-freshee-zip.jpg,https://blinkit.com/prn/freshee-zip/10293,4.5,18000,99,120,zip
lock bags Ezee Zip Lock Storage Bags Large 15 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10294-ezee-zip.jpg,https://www.zeptonow.com/pn/ezee-zip/10294,4.6,15000,110,130,zip
lock bags Solimo Zip Lock Pouches Medium 25 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10295-solimo-zip.jpg,https://blinkit.com/prn/solimo-zip/10295,4.7,21000,120,150,zip
lock bags Paseo Food Storage Zip Bags Small 30 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10296-paseo-zip.jpg,https://www.zeptonow.com/pn/paseo-zip/10296,4.5,8900,85,100,zip
lock bags Shalimar Zip Lock Bags Large 20 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10297-shalimar-zip.jpg,https://blinkit.com/prn/shalimar-zip/10297,4.4,14000,110,135,zip
lock bags Beco Compostable Zip Lock Bags Medium 15 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10298-beco-zip.jpg,https://www.zeptonow.com/pn/beco-zip/10298,4.7,5600,180,220,zip
lock bags Naturem Biodegradable Zip Bags Large 10 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10299-naturem-zip.jpg,https://blinkit.com/prn/naturem-zip/10299,4.6,4500,150,180,zip
lock bags Presto Reusable Slider Zip Bags Medium 15 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10300-presto-zip.jpg,https://www.zeptonow.com/pn/presto-zip/10300,4.8,11000,140,165,zip
lock bags Chuk Sugarcane Bagasse Plates 9 Inch 25 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10301-chuk-9inch.jpg,https://blinkit.com/prn/chuk-9inch/10301,4.8,15000,220,250,paper
plates Pappco Round Paper Plates 10 Inch 25 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10302-pappco-10inch.jpg,https://www.zeptonow.com/pn/pappco-10inch/10302,4.6,18000,180,220,paper
plates Ezee Disposable Paper Plates 8 Inch 50 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10303-ezee-plates.jpg,https://blinkit.com/prn/ezee-plates/10303,4.5,21000,150,180,paper
plates Beco Biodegradable Plates 10 Inch 25 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10304-beco-plates.jpg,https://www.zeptonow.com/pn/beco-plates/10304,4.7,12000,249,299,paper
plates Shalimar Paper Plates 7 Inch 50 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10305-shalimar-plates.jpg,https://blinkit.com/prn/shalimar-plates/10305,4.4,14000,120,150,paper
plates Chuk Sugarcane Bagasse Plates 7 Inch 25 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10306-chuk-7inch.jpg,https://www.zeptonow.com/pn/chuk-7inch/10306,4.8,8900,160,190,paper
plates Pappco Square Paper Plates 10 Inch 20 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10307-pappco-sq.jpg,https://blinkit.com/prn/pappco-sq/10307,4.5,5600,199,230,paper
plates Ecostar Areca Palm Plates 10 Inch 20 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10308-ecostar-areca.jpg,https://www.zeptonow.com/pn/ecostar-areca/10308,4.7,9500,250,290,paper
plates Freshee Party Paper Plates Large 25 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10309-freshee-plates.jpg,https://blinkit.com/prn/freshee-plates/10309,4.4,11000,140,170,paper
plates Naturem Biodegradable Plates 9 Inch 20 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10310-naturem-plates.jpg,https://www.zeptonow.com/pn/naturem-plates/10310,4.6,7600,180,210,paper
plates Pappco Disposable Paper Cups 150ml 50 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10311-pappco-cups.jpg,https://blinkit.com/prn/pappco-cups/10311,4.6,25000,120,150,plastic
cups Ezee Transparent Plastic Cups 200ml 50 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10312-ezee-cups.jpg,https://www.zeptonow.com/pn/ezee-cups/10312,4.5,31000,110,140,plastic
cups Chuk Sugarcane Bagasse Cups 250ml 25 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10313-chuk-cups.jpg,https://blinkit.com/prn/chuk-cups/10313,4.8,12000,150,180,plastic
cups Freshee Plastic Water Cups 250ml 50 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10314-freshee-cups.jpg,https://www.zeptonow.com/pn/freshee-cups/10314,4.4,18000,99,120,plastic
cups Beco Biodegradable Cups 200ml 30 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10315-beco-cups.jpg,https://blinkit.com/prn/beco-cups/10315,4.7,9500,140,170,plastic
cups Shalimar Disposable Plastic Cups 300ml 30 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10316-shalimar-cups.jpg,https://www.zeptonow.com/pn/shalimar-cups/10316,4.5,14000,110,140,plastic
cups Pappco Double Wall Coffee Cups 200ml 25 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10317-pappco-coffee.jpg,https://blinkit.com/prn/pappco-coffee/10317,4.8,8900,180,220,plastic
cups Naturem Compostable Cups 150ml 50 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10318-naturem-cups.jpg,https://www.zeptonow.com/pn/naturem-cups/10318,4.6,5600,160,200,plastic
cups Ezee Party Plastic Cups 300ml 20 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10319-ezee-party.jpg,https://blinkit.com/prn/ezee-party/10319,4.4,11000,85,110,plastic
cups Ecostar Biodegradable Tea Cups 100ml 50 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10320-ecostar-cups.jpg,https://www.zeptonow.com/pn/ecostar-cups/10320,4.7,7600,120,150,plastic
cups Homelites Extra Long Matchbox 1 pc,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10321-homelites-long.jpg,https://blinkit.com/prn/homelites-long/10321,4.8,50000,10,10,matchbox
Homelites Premium Matchbox Pack of 6,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10322-homelites-6pack.jpg,https://www.zeptonow.com/pn/homelites-6pack/10322,4.7,42000,30,30,matchbox
Ship Safety Matches Pack of 10,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10323-ship-10pack.jpg,https://blinkit.com/prn/ship-10pack/10323,4.6,35000,20,20,matchbox
Aim Safety Matches Pack of 10,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10324-aim-10pack.jpg,https://www.zeptonow.com/pn/aim-10pack/10324,4.5,28000,20,20,matchbox
Kissan Safety Matches Pack of 10,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10325-kissan-10pack.jpg,https://blinkit.com/prn/kissan-10pack/10325,4.4,15000,20,20,matchbox
Homelites Karpooram Matchbox 1 pc,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10326-homelites-karp.jpg,https://www.zeptonow.com/pn/homelites-karp/10326,4.6,18000,15,15,matchbox
Chavi Safety Matches Pack of 10,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10327-chavi-10pack.jpg,https://blinkit.com/prn/chavi-10pack/10327,4.3,12000,20,20,matchbox
Homelites Waterproof Matches 1 pc,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10328-homelites-water.jpg,https://www.zeptonow.com/pn/homelites-water/10328,4.7,8900,25,30,matchbox
Ship Wax Matches Pack of 10,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10329-ship-wax.jpg,https://blinkit.com/prn/ship-wax/10329,4.5,14000,25,25,matchbox
Aim Extra Long Matches 1 pc,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10330-aim-long.jpg,https://www.zeptonow.com/pn/aim-long/10330,4.6,9500,15,15,matchbox
Aura Unscented White Pillar Candles 4 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10331-aura-pillar.jpg,https://blinkit.com/prn/aura-pillar/10331,4.6,15000,199,250,candles
Hosley Vanilla Scented Tealight Candles 50 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10332-hosley-tea.jpg,https://www.zeptonow.com/pn/hosley-tea/10332,4.8,22000,249,299,candles
Lighthouse White Utility Candles 10 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10333-light-utility.jpg,https://blinkit.com/prn/light-utility/10333,4.5,35000,60,75,candles
Ekka Lavender Glass Jar Candle 1 pc,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10334-ekka-lavender.jpg,https://www.zeptonow.com/pn/ekka-lavender/10334,4.7,8900,299,399,candles
Aura Rose Scented Votive Candles 6 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10335-aura-rose.jpg,https://blinkit.com/prn/aura-rose/10335,4.6,12000,150,199,candles
Hosley Sandalwood Tealight Candles 30 pcs,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10336-hosley-sandal.jpg,https://www.zeptonow.com/pn/hosley-sandal/10336,4.7,18000,199,250,candles
Bella White Wax Candles Long 6 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10337-bella-long.jpg,https://blinkit.com/prn/bella-long/10337,4.4,21000,80,100,candles
Ekka Lemongrass Scented Pillar Candle 1 pc,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10338-ekka-lemon.jpg,https://www.zeptonow.com/pn/ekka-lemon/10338,4.5,6700,220,299,candles
Aura Floating Candles White 10 pcs,Lifestyle & Essentials,Household Consumables,https://www.bigbasket.com/media/uploads/p/l/10339-aura-float.jpg,https://blinkit.com/prn/aura-float/10339,4.6,9500,120,150,candles
Hosley Jasmine Scented Jar Candle 1 pc,Lifestyle & Essentials,Household Consumables,https://cdn.zeptonow.com/production/inventory/10340-hosley-jasmine.jpg,https://www.zeptonow.com/pn/hosley-jasmine/10340,4.8,11000,350,450,candles
Lizol Disinfectant Floor Cleaner Citrus 2 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10341-lizol-citrus2l.jpg,https://blinkit.com/prn/lizol-citrus2l/10341,4.8,50000,350,399,floor
cleaner Lizol Disinfectant Floor Cleaner Floral 1 L,Lifestyle & Essentials,Cleaning Essentials,https://cdn.zeptonow.com/production/inventory/10342-lizol-floral1l.jpg,https://www.zeptonow.com/pn/lizol-floral1l/10342,4.7,45000,199,215,floor
cleaner Domex Disinfectant Floor Cleaner Pine 1 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10343-domex-pine1l.jpg,https://blinkit.com/prn/domex-pine1l/10343,4.6,28000,180,200,floor
cleaner Lizol Disinfectant Floor Cleaner Jasmine 500 ml,Lifestyle & Essentials,Cleaning Essentials,https://cdn.zeptonow.com/production/inventory/10344-lizol-jasmine.jpg,https://www.zeptonow.com/pn/lizol-jasmine/10344,4.5,35000,105,115,floor
cleaner Dettol Disinfectant Floor Cleaner Citrus 1 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10345-dettol-citrus1l.jpg,https://blinkit.com/prn/dettol-citrus1l/10345,4.8,48000,210,240,floor
cleaner Presto Disinfectant Floor Cleaner Pine 2 L,Lifestyle & Essentials,Cleaning Essentials,https://cdn.zeptonow.com/production/inventory/10346-presto-pine2l.jpg,https://www.zeptonow.com/pn/presto-pine2l/10346,4.5,21000,280,350,floor
cleaner Nimyle Herbal Floor Cleaner Lemongrass 2 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10347-nimyle-lemon2l.jpg,https://blinkit.com/prn/nimyle-lemon2l/10347,4.7,32000,299,350,floor
cleaner Lizol Disinfectant Floor Cleaner Neem 1 L,Lifestyle & Essentials,Cleaning Essentials,https://cdn.zeptonow.com/production/inventory/10348-lizol-neem1l.jpg,https://www.zeptonow.com/pn/lizol-neem1l/10348,4.6,18000,199,215,floor
cleaner Patanjali Godhan Ark Floor Cleaner 1 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10349-patanjali-godhan.jpg,https://blinkit.com/prn/patanjali-godhan/10349,4.4,12000,90,100,floor
cleaner Koparo Natural Floor Cleaner Rose 1 L,Lifestyle & Essentials,Cleaning Essentials,https://cdn.zeptonow.com/production/inventory/10350-koparo-rose.jpg,https://www.zeptonow.com/pn/koparo-rose/10350,4.6,5600,249,299,floor
cleaner Harpic Power Plus Toilet Cleaner Original 1 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10351-harpic-orig1l.jpg,https://blinkit.com/prn/harpic-orig1l/10351,4.8,50000,190,205,toilet
cleaner Harpic Power Plus Toilet Cleaner Orange 1 L,Lifestyle & Essentials,Cleaning Essentials,https://cdn.zeptonow.com/production/inventory/10352-harpic-orange1l.jpg,https://www.zeptonow.com/pn/harpic-orange1l/10352,4.7,38000,190,205,toilet
cleaner Domex Fresh Guard Toilet Cleaner Ocean 1 L,Lifestyle & Essentials,Cleaning Essentials,https://www.bigbasket.com/media/uploads/p/l/10353-domex-ocean1l.jpg,https://blinkit.com/prn/domex-ocean1l/10353,4.6,25000,180,199,toilet
