name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category,matched_bb_product,match_score
Ching's Secret Dark Chilli Sauce Squeezy 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40254808_2-mothers-recipe-red-chilli-sauce-enhances-flavour.jpg,https://www.amazon.in/dp/B0001346,4.3,4200,52,60,chilli sauce,Red Chilli Sauce - Enhances Flavour,270.0
Ching's Secret Premium Dark Soy Sauce 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1221479_1-bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g.jpg,https://www.amazon.in/dp/B0001347,4.2,3100,48,55,soy sauce,HappyChef 100% Durum Wheat Pasta-Spaghetti 500g & Knorr Pizza-Pasta Sauce 200g,220.0
Del Monte Synthetic Vinegar Bottle 610ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40041182_4-del-monte-extra-virgin-olive-oil.jpg,https://www.amazon.in/dp/B0001348,4.1,1900,55,65,vinegar,Extra Virgin Olive Oil,220.0
Veeba Pasta & Pizza Sauce Spiced 310g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40134956_3-wingreens-farms-original-recipe-pizza-pasta-sauce.jpg,https://www.amazon.in/dp/B0001349,4.3,1800,85,99,pasta sauce,Original Recipe - Pizza & Pasta Sauce,270.0
Dr. Oetker Funfoods Pizza & Pasta Sauce 325g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40134956_3-wingreens-farms-original-recipe-pizza-pasta-sauce.jpg,https://www.amazon.in/dp/B0001350,4.3,1200,82,95,pizza sauce,Original Recipe - Pizza & Pasta Sauce,270.0
Ching's Secret Schezwan Chutney Squeezy 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1214736_3-spice-story-schezwan-dipping-chutney.jpg,https://www.amazon.in/dp/B0001351,4.5,5200,85,95,schezwan chutney,Schezwan Dipping Chutney,220.0
Tata Sampann Pure Turmeric Powder 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220660_1-bb-combo-royal-organic-wild-honey-500gindisecrets-pure-tulsi-ginger-turmeric-36g.jpg,https://www.amazon.in/dp/B0001352,4.4,9200,58,68,turmeric powder,"Royal Organic Wild Honey, 500g+IndiSecrets Pure Tulsi, Ginger & Turmeric, 36g",220.0
Catch Red Chilli Powder Spiced 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40214656_3-tasties-red-chilli-sauce.jpg,https://www.amazon.in/dp/B0001353,4.3,6100,68,78,red chilli powder,Red Chilli Sauce,220.0
Tata Sampann Pure Coriander Powder 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40073728_9-bb-royal-100-pure-honey.jpg,https://www.amazon.in/dp/B0001354,4.4,3100,55,62,coriander powder,100% Pure Honey,170.0
Everest Super Garam Masale Spices 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40125873_4-maggi-2-minute-noodles-masala.jpg,https://www.amazon.in/dp/B0001355,4.5,2800,72,82,garam masala,"2-Minute Noodles Masala - Made With Quality Spices, Rich In Fibre",170.0
Catch Organic Cumin Seeds Jeera 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1214810_1-bb-combo-gooddiet-quinoa-muesli-nuts-seeds-350g-jus-amazin-organic-peanut-butter-200g.jpg,https://www.amazon.in/dp/B0001356,4.4,1900,65,75,cumin seeds,GoodDiet Quinoa Muesli Nuts & Seeds 350g + Jus Amazin Organic Peanut Butter 200g,220.0
Tata Sampann Premium Mustard Seeds Sarso 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40169376_3-happilo-premium-raw-melon-seeds.jpg,https://www.amazon.in/dp/B0001357,4.2,1200,28,32,mustard seeds,Premium Raw Melon Seeds,220.0
Catch Black Pepper Powder Shaker 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40212684_1-wellbeing-nutrition-organic-apple-cider-vinegar-with-amla-turmeric-cinnamon-black-pepper-usda-certified.jpg,https://www.amazon.in/dp/B0001358,4.3,950,92,105,black pepper,"Organic Apple Cider Vinegar With Amla, Turmeric, Cinnamon & Black Pepper, USDA Certified",220.0
Catch Green Cardamom Elaichi Whole 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,https://www.amazon.in/dp/B0001359,4.5,1300,185,210,cardamom,Frozen Green Peas,170.0
Catch Cloves Laung Premium Whole 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40087196_5-happilo-premium-natural-whole-cashews.jpg,https://www.amazon.in/dp/B0001360,4.3,1100,75,85,cloves,Premium Natural Whole Cashews,220.0
Catch Compounded Asafoetida Hing Powder 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40243796_1-515pm-instant-dry-yeast-powder-used-or-bread-pizza.jpg,https://www.amazon.in/dp/B0001361,4.4,1400,52,58,hing,Instant Dry Yeast Powder - Used Or Bread & Pizza,170.0
Fresho Spicy Green Chilli Local 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,https://www.amazon.in/dp/B0001362,4.2,1800,15,22,green chilli,Frozen Green Peas,220.0
Fresho Green Coriander Leaves Fresh 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/30010740_5-wingreens-farms-peppermint-leaves-with-green-tea.jpg,https://www.amazon.in/dp/B0001363,4.4,1500,12,18,coriander leaves,"Green Tea - With Peppermint Leaves, Grown Fresh",270.0
Fresho Yellow Lemon Local 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,https://www.amazon.in/dp/B0001364,4.2,1100,28,35,lemon,Idly Dosa Batter,170.0
Fresho Green Capsicum Local 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,https://www.amazon.in/dp/B0001365,4.1,950,45,60,capsicum,Frozen Green Peas,220.0
Fresho Salad Cucumber Fresh 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0001366,4.0,1300,24,32,cucumber,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",220.0
Fresho Orange Carrot Local 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,https://www.amazon.in/dp/B0001367,4.2,1400,32,45,carrot,Idly Dosa Batter,170.0
Fresho Button Mushroom Pack 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,https://www.amazon.in/dp/B0001368,4.3,1800,42,55,mushroom,Idly Dosa Batter,170.0
Fresho Premium Exotic Broccoli 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001369,4.4,1500,68,85,broccoli,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",220.0
Fresho Green Crisp Lettuce 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,https://www.amazon.in/dp/B0001370,4.2,1100,45,55,lettuce,Frozen Green Peas,220.0
Fresho Red Watermelon Local 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001371,4.1,1300,65,85,watermelon,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",220.0
Fresho Sweet Yellow Papaya 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001372,4.3,1400,75,99,papaya,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",220.0
Fresho Imported Fresh Kiwi 3 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0001373,4.4,1800,99,120,kiwi,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",220.0
Fresho Red Pomegranate Kabul 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,https://www.amazon.in/dp/B0001374,4.5,1500,195,240,pomegranate,Idly Dosa Batter,170.0
McCain Frozen French Fries Classic 750g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40004569_3-sumeru-masala-french-fries-chilli-garlic.jpg,https://www.amazon.in/dp/B0001375,4.4,9200,120,140,frozen french fries,Masala French Fries - Chilli Garlic,220.0
Safal Frozen Premium Green Peas 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,https://www.amazon.in/dp/B0001376,4.3,6100,85,99,frozen green peas,Frozen Green Peas,270.0
Prasuma Frozen Chicken Veg Momos 240g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1216470_2-wow-momo-masala-chicken-momos-20-pcs-chicken-darjeeling-momos-20-pcs.jpg,https://www.amazon.in/dp/B0001377,4.4,3100,165,199,frozen momos,"Masala Chicken Momos, 20 pcs + Chicken Darjeeling Momos, 20 pcs",220.0
Venky's Frozen Chicken Nuggets Crispy 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,https://www.amazon.in/dp/B0001378,4.3,2800,240,280,chicken nuggets,Frozen Green Peas,170.0
Amul Vanilla Magic Ice Cream Tub 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40206759_3-sunfeast-dark-fantasy-cream-biscuit-vanilla-creme.jpg,https://www.amazon.in/dp/B0001379,4.5,1900,165,199,ice cream tub,"Dark Fantasy - Vanilla Crème, Dark Crunchy Biscuit, With Smooth Cream",220.0
Kulfi Shahi Rabdi Premium Slice 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001380,4.4,1200,48,55,kulfi,Premium Natural Californian Almonds,170.0
Happilo California Premium Almonds 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001381,4.4,11500,195,240,almonds,Premium Natural Californian Almonds,270.0
Happilo Premium Whole Cashews 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40087196_5-happilo-premium-natural-whole-cashews.jpg,https://www.amazon.in/dp/B0001382,4.3,950,225,275,cashews,Premium Natural Whole Cashews,320.0
Happilo Organic Seedless Raisins Kishmish 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1214810_1-bb-combo-gooddiet-quinoa-muesli-nuts-seeds-350g-jus-amazin-organic-peanut-butter-200g.jpg,https://www.amazon.in/dp/B0001383,4.2,1100,110,135,raisins,GoodDiet Quinoa Muesli Nuts & Seeds 350g + Jus Amazin Organic Peanut Butter 200g,220.0
Happilo Premium California Walnuts Inshell 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40087194_7-happilo-premium-natural-kashmiri-walnut-kernels.jpg,https://www.amazon.in/dp/B0001384,4.4,1300,285,320,walnuts,100% Natural Premium Kashmiri Walnuts Kernels,270.0
Happilo Roasted and Salted Pistachios 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40231852_3-happilo-premium-californian-roasted-salted-pistachios-value-pack.jpg,https://www.amazon.in/dp/B0001385,4.3,1400,265,299,pistachios,Premium Californian Roasted & Salted Pistachios - Value Pack,320.0
Neuherbs Organic Chia Seeds Premium 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1214810_1-bb-combo-gooddiet-quinoa-muesli-nuts-seeds-350g-jus-amazin-organic-peanut-butter-200g.jpg,https://www.amazon.in/dp/B0001386,4.3,1800,165,199,chia seeds,GoodDiet Quinoa Muesli Nuts & Seeds 350g + Jus Amazin Organic Peanut Butter 200g,270.0
True Elements Raw Pumpkin Seeds Healthy 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1205649_1-gooddiet-nutrition-energy-bar-pumpkin-seeds-cranberries.jpg,https://www.amazon.in/dp/B0001387,4.4,2100,135,160,pumpkin seeds,Nutrition Energy Bar - Pumpkin Seeds & Cranberries,220.0
True Elements Raw Sunflower Seeds Healthy 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40169376_3-happilo-premium-raw-melon-seeds.jpg,https://www.amazon.in/dp/B0001388,4.2,1500,110,130,sunflower seeds,Premium Raw Melon Seeds,220.0
Johnson & Johnson Band Aid Strips 10 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001389,4.4,9200,18,20,band aid,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Eno Lemon Fast Relief Digestive Antacid 6 pouches,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215051_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-emperia-green-tea-honey-lemon-35-g.jpg,https://www.amazon.in/dp/B0001390,4.5,6100,52,56,digestive antacid,"BB Royal Organic  Kashmir Honey, 500 g + Emperia Green Tea - Honey Lemon, 35 g",170.0
Vicks Vaporub Cold Relief Balm 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40179104_11-gooddiet-organic-cold-pressed-virgin-coconut-oil.jpg,https://www.amazon.in/dp/B0001391,4.6,3100,145,155,vicks vaporub,Organic Cold Pressed Virgin Coconut Oil,170.0
ORS Orange Hydration Electrolyte Powder 4 pouches,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212218_1-tasties-premium-wafer-bites-orange-100-g-hazelnut-100-g-cappucino-100-g.jpg,https://www.amazon.in/dp/B0001392,4.4,2800,75,80,ORS powder,Premium Wafer Bites - Orange 100 g + Hazelnut 100 g + Cappucino 100 g,170.0
Vicks Cough Drops Menthol Honey Lozenges 20 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1207398_5-cadbury-5-star-chocolate-home-pack-200-g-20-units.jpg,https://www.amazon.in/dp/B0001393,4.3,1900,32,35,cough drops,"5 Star Chocolate Home Pack, 200 g, 20 units",220.0
Durex Mutual Climax Condoms 10 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001394,4.5,1500,245,299,condoms,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Durex Play Strawberry Pleasure Lubricant Gel 50ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40069125_9-happychef-strawberry-conserve.jpg,https://www.amazon.in/dp/B0001395,4.3,1200,380,450,lubricant,Strawberry Conserve,170.0
Morning Fresh Hangover Relief Lemon Drink 60ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0001396,4.1,950,110,125,hangover relief,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",170.0
Cycle Three in One Agarbatti Incense Sticks 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,https://www.amazon.in/dp/B0001397,4.4,1100,99,120,incense sticks,All in One Mixture,220.0
Cycle Premium Dhoop Cones Sandalwood 30 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001398,4.3,1300,75,85,dhoop,Premium Natural Californian Almonds,170.0
Mangaldeep Pure Camphor Bhimseni Kapur 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40073728_9-bb-royal-100-pure-honey.jpg,https://www.amazon.in/dp/B0001399,4.5,1400,92,105,camphor,100% Pure Honey,170.0
Chavi Safety Matchbox Pack of 10,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0001400,4.2,1800,18,20,matchbox,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",170.0
Mangaldeep Round Cotton Wicks for Diya 100 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1221514_1-masterchow-thin-whole-wheat-hakka-noodles-100-atta-for-restaurant-style-asian-food.jpg,https://www.amazon.in/dp/B0001401,4.3,1500,28,35,cotton wicks,"Thin Whole Wheat Hakka Noodles - 100% Atta, For Restaurant-style Asian Food",220.0
Puja Diya Brass Pooja Oil Yellow 500ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140866_7-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0001402,4.2,2100,145,175,pooja oil,Figaro Olive Oil- Pure Olive Oil- Ideal for Indian Dishes- Imported from Spain- 500ml Tin,220.0
Duracell Chhota Power AA Batteries 4 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001403,4.4,3100,145,160,AA batteries,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Duracell AAA Alkaline Power Batteries 4 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001404,4.4,1900,145,160,AAA batteries,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Fevikwik Instant Super Glue Gel 3g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0001405,4.5,3200,18,20,super glue,2-Minute Instant Noodles - Masala,170.0
Sello Transparent Packaging Adhesive Tape 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001406,4.1,1500,45,55,transparent tape,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",170.0
Reynolds 045 Fine Ball Point Pens Blue 5 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1207398_5-cadbury-5-star-chocolate-home-pack-200-g-20-units.jpg,https://www.amazon.in/dp/B0001407,4.3,1200,45,50,pens,"5 Star Chocolate Home Pack, 200 g, 20 units",220.0
Classmate Single Line Premium Notebook 172 pages,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001408,4.4,1100,65,75,notebook,Premium Natural Californian Almonds,170.0
Fiama Gel Body Wash Peach and Avocado 250ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40034810_4-pringles-potato-crisps-sour-cream-and-onion.jpg,https://www.amazon.in/dp/B0001409,4.4,950,185,210,body wash,Potato Crisps - Sour Cream and Onion,170.0
L'Oreal Paris Revitalift Face Serum 30ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0001410,4.4,1300,499,575,face serum,2-Minute Instant Noodles - Masala,120.0
Nivea Original Essential Lip Balm Stick 4.8g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,https://www.amazon.in/dp/B0001411,4.3,1500,125,140,lip balm,Original Extra Virgin Olive Oil,170.0
L'Oreal Paris Casting Creme Gloss Hair Color Dark Brown,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40206760_2-sunfeast-dark-fantasy-cream-biscuit-choco-creme.jpg,https://www.amazon.in/dp/B0001412,4.3,2100,530,590,hair color,"Dark Fantasy - Choco Creme, Made With Real Chocolate",220.0
Set Wet Wet Look Daily Hair Styling Gel 100ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40189355_2-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0001413,4.2,3100,85,99,hair gel,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 2L Tin",170.0
O.B. ProComfort Regular Tampons 10 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001414,4.4,1900,145,175,tampons,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Sofy Daily Fresh Breathable Panty Liners 36 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0001415,4.3,3200,120,135,panty liners,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",170.0
Veet Ready To Use Face Waxing Strips 8 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40209299_2-aashirvaad-instant-veggie-upma-with-vegetables.jpg,https://www.amazon.in/dp/B0001416,4.1,1500,99,115,waxing strips,"Instant Veggie Upma - Ready To Eat, Wholesome Breakfast",220.0
Tulips Premium Cotton Swabs Earbuds 100 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204214_2-happilo-cashews-whole-100-natural-premium.jpg,https://www.amazon.in/dp/B0001417,4.3,1100,45,55,cotton swabs,"Cashews - Whole, 100% Natural Premium",220.0
Pampers Active Baby Diapers Large 30 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001418,4.4,1800,560,620,baby diapers,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Nestle Lactogen Stage 1 Baby Formula 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001419,4.3,2400,425,450,baby formula,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",170.0
Himalaya Herbals Soothing Baby Rash Cream 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/254368_17-bingo-potato-chips-cream-onion.jpg,https://www.amazon.in/dp/B0001420,4.3,1500,92,105,baby rash cream,"Potato Chips - Cream & Onion, Crispy & Crunchy, Pack For Snacks",170.0
Climax Premium Clumping Cat Litter Lavender 5kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001421,4.2,1200,399,450,cat litter,Premium Natural Californian Almonds,170.0
Pedigree Dentastix Medium Dog Treats Weekly Pack 110g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0001422,4.4,950,165,185,dog treats,Chocolate Home - Treats Pack,220.0
Freshly Farmed Chicken Breast Boneless 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0001423,4.3,1100,245,285,chicken breast,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,170.0
Fresh Premium Tender Mutton Curry Cut 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40226880_3-masterchow-hakka-noodles-for-making-chowmein-premium-quality.jpg,https://www.amazon.in/dp/B0001424,4.2,1300,420,480,mutton,"Premium Hakka Noodles - Thin Cut, 100% Veg, Soft, Silky Texture",220.0
Prasuma Premium Chicken Sausages Smoked 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001425,4.3,1400,185,210,sausages,Premium Natural Californian Almonds,170.0
Prasuma Pork Salami Premium Slices 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001426,4.1,1800,225,250,salami,Premium Natural Californian Almonds,170.0
Fresh Basa Fish Fillets Boneless 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0001427,4.3,1500,299,350,fish fillets,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",170.0
Optimum Nutrition Whey Protein Gold Standard 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209313_1-gooddiet-20g-whey-protein-bar-double-chocolate-caramel.jpg,https://www.amazon.in/dp/B0001428,4.6,2100,3299,3799,whey protein,20g Whey Protein Bar - Double Chocolate Caramel,220.0
Yogabar Multigrain High Protein Bar Almond 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209321_1-gooddiet-20g-whey-protein-bar-kesar-almond-fudge.jpg,https://www.amazon.in/dp/B0001429,4.4,3100,75,90,protein bar,20g Whey Protein Bar - Kesar Almond Fudge,270.0
MuscleBlaze Creatine Monohydrate Powder 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0001430,4.4,1900,495,599,creatine,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,170.0
